"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","sig"
"STMN1",5.89806270286175e-18,1.27735585807544,0.213,0.101,8.30978054206191e-14,"Upregulated in Activated Stressed NK"
"PTP4A2",8.94472098903448e-18,-0.926777735108938,0.253,0.392,1.26022174014507e-13,"NS"
"ITGAL",9.9754601587124e-18,-1.09982081622639,0.134,0.27,1.40544258176099e-13,"Upregulated in Mature Cytotoxic NK"
"MYO1G",1.13654426949177e-17,-1.05554378186829,0.149,0.286,1.60127722128695e-13,"Upregulated in Mature Cytotoxic NK"
"BTG1",1.56994193253378e-17,0.399990163418692,0.948,0.885,2.21189118874684e-13,"NS"
"HIPK2",1.81871805940852e-17,-1.70596374428526,0.048,0.152,2.56239187390066e-13,"Upregulated in Mature Cytotoxic NK"
"ARPC1B",1.85939927083133e-17,-0.675613883050687,0.434,0.561,2.61970763267426e-13,"NS"
"BLOC1S1",2.10740715134474e-17,-0.913221066526198,0.224,0.37,2.9691259355296e-13,"NS"
"GK5",2.15461297904778e-17,-1.97905361634001,0.039,0.136,3.03563422618041e-13,"Upregulated in Mature Cytotoxic NK"
"IER5",2.29917223103521e-17,1.14744370748784,0.292,0.17,3.2393037563055e-13,"Upregulated in Activated Stressed NK"
"EIF1",2.41318498616964e-17,0.329186797445926,0.964,0.955,3.39993632701441e-13,"NS"
"PRMT2",2.59748556076572e-17,-0.954053279599515,0.236,0.378,3.65959740656283e-13,"NS"
"SLC5A3",5.27544403940904e-17,1.3189193624604,0.194,0.089,7.4325731071234e-13,"Upregulated in Activated Stressed NK"
"TCF7",5.27751036673032e-17,1.37527451858278,0.166,0.07,7.43548435568635e-13,"Upregulated in Activated Stressed NK"
"TUBA1C",7.36088031763178e-17,1.4384497477218,0.159,0.066,1.03707442795114e-12,"Upregulated in Activated Stressed NK"
"ICAM2",8.39736126519963e-17,-1.4477645997873,0.092,0.208,1.18310422865398e-12,"Upregulated in Mature Cytotoxic NK"
"RAP2B",9.99551142725717e-17,-1.63306661026489,0.065,0.172,1.40826760498626e-12,"Upregulated in Mature Cytotoxic NK"
"CAPN12",1.17898332274928e-16,1.26995714558253,0.167,0.071,1.66106960342146e-12,"Upregulated in Activated Stressed NK"
"LGALS3",1.24727839366036e-16,1.1146147767695,0.227,0.116,1.75729052882808e-12,"Upregulated in Activated Stressed NK"
"TSPYL2",1.79276578356103e-16,0.924913171862903,0.288,0.164,2.52582771245914e-12,"NS"
"TMA7",2.2001479847465e-16,-0.451278186935881,0.68,0.756,3.09978849570934e-12,"NS"
"SYNE2",2.5022779614462e-16,-0.973231157316803,0.242,0.374,3.52545941988155e-12,"NS"
"HLA-B",3.2731468252791e-16,-0.336575074805932,0.932,0.935,4.61153656213572e-12,"NS"
"TSC22D3",3.7105257561916e-16,0.541236649122157,0.795,0.708,5.22775973789834e-12,"NS"
"SUB1",3.87866131693242e-16,-0.508360873075175,0.548,0.662,5.46464592942608e-12,"NS"
"TFDP2",4.1286994449818e-16,-1.08786212975856,0.096,0.212,5.81692464803485e-12,"Upregulated in Mature Cytotoxic NK"
"MARCKSL1",4.52512015587658e-16,1.38045934420153,0.204,0.102,6.37544178761451e-12,"Upregulated in Activated Stressed NK"
"LTB",5.45774284028322e-16,1.07144897774036,0.202,0.098,7.68941388767503e-12,"Upregulated in Activated Stressed NK"
"SSBP3",6.21290243610698e-16,-1.78701125824345,0.034,0.124,8.75335824223112e-12,"Upregulated in Mature Cytotoxic NK"
"SELPLG",7.02161655243477e-16,-1.13286304802259,0.132,0.255,9.89275556072535e-12,"Upregulated in Mature Cytotoxic NK"
"OCIAD2",7.06865669942521e-16,0.94794683090266,0.274,0.155,9.95903042382018e-12,"NS"
"RAB29",9.08793984554987e-16,-1.16888946758333,0.109,0.228,1.28039984483952e-11,"Upregulated in Mature Cytotoxic NK"
"OXNAD1",9.9887817133769e-16,1.28955420019109,0.157,0.067,1.40731945559767e-11,"Upregulated in Activated Stressed NK"
"TPI1",1.13298058047564e-15,0.593773608984694,0.619,0.511,1.59625633983212e-11,"NS"
"NDFIP2",1.15008274179342e-15,1.68696806916095,0.109,0.036,1.62035157491275e-11,"Upregulated in Activated Stressed NK"
"SERF2",1.41256175990851e-15,-0.298955279176671,0.875,0.917,1.9901582635351e-11,"NS"
"CD47",1.65001265543956e-15,-0.723218562269512,0.299,0.437,2.32470283024879e-11,"NS"
"CYTH1",1.89053492743564e-15,-1.22944597681787,0.117,0.233,2.66357465926408e-11,"Upregulated in Mature Cytotoxic NK"
"YPEL5",2.39994711248304e-15,0.765399575968438,0.435,0.308,3.38128548677736e-11,"NS"
"SYNE1",2.72563379088653e-15,-0.976396191547971,0.152,0.275,3.84014544798003e-11,"NS"
"PTPRE",2.73371471567559e-15,-1.07345239609841,0.116,0.234,3.85153066291534e-11,"Upregulated in Mature Cytotoxic NK"
"DDIT3",3.09770310552143e-15,1.1315689056698,0.261,0.15,4.36435390536914e-11,"Upregulated in Activated Stressed NK"
"PRKCB",3.19680016810787e-15,-1.08367119543606,0.097,0.213,4.50397175684718e-11,"Upregulated in Mature Cytotoxic NK"
"TMEM71",4.54497955336347e-15,-1.78599880868061,0.041,0.129,6.40342169273379e-11,"Upregulated in Mature Cytotoxic NK"
"SYTL3",4.79009201228576e-15,-0.994136201957169,0.258,0.378,6.74876063610941e-11,"NS"
"CRTAM",4.88627637358502e-15,0.963394802622074,0.198,0.099,6.88427478274393e-11,"NS"
"SH2D2A",5.70704717440001e-15,-1.00669836686614,0.203,0.327,8.04065876401218e-11,"Upregulated in Mature Cytotoxic NK"
"VAMP2",5.70771631869945e-15,-0.689574426639048,0.393,0.518,8.04160152141565e-11,"NS"
"LPCAT1",6.52800201797658e-15,-1.11336384501931,0.088,0.198,9.19730204312721e-11,"Upregulated in Mature Cytotoxic NK"
"SCGB1A1",6.99288961158733e-15,-3.32164185328489,0.026,0.102,9.85228217376538e-11,"Upregulated in Mature Cytotoxic NK"
"GLUL",9.16636673837261e-15,1.11707751875158,0.274,0.165,1.29144940976932e-10,"Upregulated in Activated Stressed NK"
"HLA-DMA",9.48656608062728e-15,1.38819987330353,0.162,0.074,1.33656229509958e-10,"Upregulated in Activated Stressed NK"
"ATF4",1.02961049761234e-14,0.768328977331364,0.38,0.254,1.45061823008603e-10,"NS"
"LYN",1.59670561265092e-14,-1.64267310864075,0.058,0.151,2.24959853766388e-10,"Upregulated in Mature Cytotoxic NK"
"MT2A",1.83180221875026e-14,-1.22990705486242,0.384,0.501,2.58082614599725e-10,"Upregulated in Mature Cytotoxic NK"
"IQGAP2",1.88540852707537e-14,-0.933535929464885,0.176,0.3,2.65635207379649e-10,"NS"
"KLF13",2.03351651401318e-14,-1.06278327690415,0.114,0.226,2.86502141659317e-10,"Upregulated in Mature Cytotoxic NK"
"F2R",2.74037083747112e-14,-1.29737546529399,0.079,0.182,3.86090847291306e-10,"Upregulated in Mature Cytotoxic NK"
"TCF25",2.92643472666832e-14,-0.695640424958308,0.328,0.449,4.12305388640299e-10,"NS"
"CD96",3.60218286245662e-14,0.856333934834815,0.324,0.209,5.07511543491513e-10,"NS"
"S1PR4",4.38344996226029e-14,-1.04409236770609,0.105,0.214,6.17584265182852e-10,"Upregulated in Mature Cytotoxic NK"
"GIMAP4",5.92785351723342e-14,-0.822913875762598,0.219,0.344,8.35175282043016e-10,"NS"
"DHRS7",6.27846089766555e-14,-0.686922782032847,0.297,0.425,8.84572355872099e-10,"NS"
"DTHD1",6.47884280017736e-14,-1.63890318325961,0.036,0.118,9.12804162116988e-10,"Upregulated in Mature Cytotoxic NK"
"HSPA5",6.581633297389e-14,0.541093493863527,0.542,0.413,9.27286315269136e-10,"NS"
"TAF10",6.78685583713266e-14,-1.13632122566835,0.083,0.185,9.5620011889362e-10,"Upregulated in Mature Cytotoxic NK"
"GRAMD1A",7.42733752736436e-14,1.44965960943106,0.11,0.04,1.04643758423036e-09,"Upregulated in Activated Stressed NK"
"PHYH",7.98394728906689e-14,1.69860857423238,0.11,0.041,1.12485833355663e-09,"Upregulated in Activated Stressed NK"
"TGFBR3",8.4350412015774e-14,-1.37343612502638,0.058,0.15,1.18841295489024e-09,"Upregulated in Mature Cytotoxic NK"
"FGR",8.90838133230604e-14,-1.14579995343025,0.103,0.209,1.2551018459086e-09,"Upregulated in Mature Cytotoxic NK"
"KPNA2",9.6067043626623e-14,1.20038961212218,0.211,0.116,1.35348857765549e-09,"Upregulated in Activated Stressed NK"
"PTGER2",1.32568260295023e-13,-1.26310079397297,0.109,0.212,1.86775421929658e-09,"Upregulated in Mature Cytotoxic NK"
"ZNF90",1.35955889977294e-13,-1.69703551879225,0.031,0.109,1.91548253389009e-09,"Upregulated in Mature Cytotoxic NK"
"BIRC3",1.36188850841025e-13,0.892284297974864,0.307,0.193,1.91876471949920e-09,"NS"
"NUDT4",1.37418101050423e-13,1.27810560261112,0.167,0.081,1.93608362569941e-09,"Upregulated in Activated Stressed NK"
"PPIA",1.57140950631971e-13,-0.371892729808059,0.694,0.776,2.21395885345385e-09,"NS"
"PLK3",1.80744048468293e-13,1.26250963373208,0.154,0.071,2.54650289886977e-09,"Upregulated in Activated Stressed NK"
"ARPC5",1.89915585991015e-13,-0.640386382921194,0.343,0.464,2.6757206910274e-09,"NS"
"TNFSF14",1.91584979371901e-13,1.39481222240569,0.175,0.087,2.69924077437072e-09,"Upregulated in Activated Stressed NK"
"SRSF2",1.94127489930489e-13,0.502519359763241,0.594,0.482,2.73506220563065e-09,"NS"
"PTGDR",2.31739902712135e-13,-1.03672347402298,0.095,0.197,3.26498348931127e-09,"Upregulated in Mature Cytotoxic NK"
"EGR2",2.35324930714602e-13,1.71273636896774,0.114,0.045,3.31549294883803e-09,"Upregulated in Activated Stressed NK"
"ALOX5AP",2.56310488611328e-13,0.544188797641771,0.518,0.389,3.61115847404499e-09,"NS"
"LIMD2",2.59306399049525e-13,-0.657677131262901,0.376,0.486,3.65336785620875e-09,"NS"
"ITGAM",2.71147739881372e-13,-1.41303319323528,0.034,0.112,3.82020050718866e-09,"Upregulated in Mature Cytotoxic NK"
"SYNGR1",3.33974813304402e-13,-1.19183549073674,0.105,0.207,4.70537114464572e-09,"Upregulated in Mature Cytotoxic NK"
"HSH2D",3.52423172314751e-13,-1.01933991909012,0.111,0.217,4.96529007474253e-09,"Upregulated in Mature Cytotoxic NK"
"IFITM3",3.67948610715497e-13,-1.02382513919449,0.123,0.232,5.18402797637063e-09,"Upregulated in Mature Cytotoxic NK"
"RASGRP2",4.09899180907191e-13,-1.22696542186806,0.082,0.179,5.77506955980141e-09,"Upregulated in Mature Cytotoxic NK"
"ITGAE",4.66218770081943e-13,1.04316608308401,0.197,0.105,6.5685562516845e-09,"Upregulated in Activated Stressed NK"
"CD300A",5.11480988739434e-13,-0.867660519789987,0.131,0.243,7.20625565034988e-09,"NS"
"NABP1",5.21758658201149e-13,1.24094443000517,0.188,0.1,7.35105773539599e-09,"Upregulated in Activated Stressed NK"
"THEMIS2",5.27617595996382e-13,-1.30997250501997,0.049,0.135,7.43360430999302e-09,"Upregulated in Mature Cytotoxic NK"
"CNN2",5.83410060871423e-13,0.807614450800217,0.221,0.122,8.21966434761747e-09,"NS"
"IGF2R",6.98573175327197e-13,-1.40570847473981,0.064,0.154,9.84219746718488e-09,"Upregulated in Mature Cytotoxic NK"
"ATXN7",8.56749463119257e-13,-1.59833455430354,0.038,0.115,1.20707431858872e-08,"Upregulated in Mature Cytotoxic NK"
"FUS",8.78901414935836e-13,0.499195374056492,0.616,0.507,1.2382842035031e-08,"NS"
"PPP1R10",1.05277989382154e-12,0.92844070425719,0.303,0.2,1.48326159240517e-08,"NS"
"LAIR1",1.17360866094789e-12,-1.31028362150624,0.038,0.115,1.65349724240948e-08,"Upregulated in Mature Cytotoxic NK"
"HLA-DQB1",1.19052290393861e-12,0.935481635929409,0.195,0.103,1.67732771935911e-08,"NS"
"CD81",1.26642890558475e-12,-0.756580629665873,0.219,0.339,1.78427168507835e-08,"NS"
"DIP2A",1.37924188823381e-12,-1.08246767766934,0.103,0.203,1.94321389633261e-08,"Upregulated in Mature Cytotoxic NK"
"BIN2",1.39885771789283e-12,-0.653143834612615,0.352,0.473,1.9708506387392e-08,"NS"
"PPP2R5C",1.40951727029847e-12,-0.531015478425086,0.456,0.555,1.98586888212352e-08,"NS"
"ORAI1",1.57093506143573e-12,-1.00685504319099,0.104,0.205,2.2132904080568e-08,"Upregulated in Mature Cytotoxic NK"
"TCP1",1.71817430311472e-12,0.852046310424986,0.296,0.192,2.42073577565833e-08,"NS"
"MYL6",1.76919190324181e-12,-0.297579296143379,0.833,0.888,2.49261447247739e-08,"NS"
"SH3BP5",1.77188320636037e-12,-0.793507631827687,0.111,0.216,2.49640624944112e-08,"NS"
"CTBP2",1.83213289578715e-12,-1.63477618785157,0.047,0.127,2.58129203687452e-08,"Upregulated in Mature Cytotoxic NK"
"P2RY8",2.03297811665552e-12,-1.36645241438993,0.042,0.12,2.86426286855597e-08,"Upregulated in Mature Cytotoxic NK"
"NCR3",2.04857367139382e-12,-1.03334345002591,0.148,0.254,2.88623544562675e-08,"Upregulated in Mature Cytotoxic NK"
"SOD1",2.15366871989864e-12,0.59900501900211,0.522,0.421,3.0343038594652e-08,"NS"
"CLIC3",2.22852632665458e-12,-0.668100096995096,0.366,0.481,3.13977074162364e-08,"NS"
"KLF2",2.27526185856722e-12,-0.39593355224152,0.385,0.522,3.20561643253535e-08,"NS"
"ARHGAP30",2.52262068810124e-12,-0.863837087457642,0.166,0.278,3.55412028746583e-08,"NS"
"GSAP",2.54874663048901e-12,-1.23445082926926,0.058,0.142,3.59092912769597e-08,"Upregulated in Mature Cytotoxic NK"
"CD226",2.81120270577647e-12,-1.5142525038371,0.052,0.133,3.96070349216846e-08,"Upregulated in Mature Cytotoxic NK"
"MCL1",2.99610203340344e-12,0.48999308201622,0.576,0.452,4.22120815486211e-08,"NS"
"PPP1R2",3.38364597126337e-12,0.759117235166799,0.36,0.252,4.76721880891296e-08,"NS"
"GIMAP7",3.41475551065034e-12,-0.717284781198016,0.297,0.412,4.81104903895527e-08,"NS"
"CEBPB",3.42044754957215e-12,-0.870226977211938,0.205,0.317,4.8190685525922e-08,"NS"
"ATP6V0E1",3.47343188144614e-12,-0.507467613078069,0.428,0.541,4.89371817776947e-08,"NS"
"GMFG",3.6410555655112e-12,-0.478940993390654,0.475,0.599,5.12988318624873e-08,"NS"
"HDDC2",3.73626402882534e-12,-1.09831555200959,0.121,0.222,5.26402239021202e-08,"Upregulated in Mature Cytotoxic NK"
"SLA",4.33776448355459e-12,-0.813819904905445,0.302,0.405,6.11147638088006e-08,"NS"
"CTDSP1",4.38791110677329e-12,-1.00493668960796,0.091,0.186,6.18212795833289e-08,"Upregulated in Mature Cytotoxic NK"
"STK10",4.43633616983442e-12,-0.878827527000602,0.135,0.242,6.25035402967971e-08,"NS"
"ARHGDIB",4.64303116399051e-12,-0.341043124927938,0.707,0.787,6.54156660694622e-08,"NS"
"SRSF7",4.67512064600266e-12,0.518875192824793,0.657,0.573,6.58677747815315e-08,"NS"
"DENND3",4.95836912822327e-12,-1.86337083500587,0.037,0.109,6.98584626475376e-08,"Upregulated in Mature Cytotoxic NK"
"FMNL1",5.63353903662163e-12,-0.844135283885226,0.207,0.317,7.93709314869622e-08,"NS"
"RASA3",5.77874482497122e-12,-1.0696175517444,0.064,0.151,8.14167358390195e-08,"Upregulated in Mature Cytotoxic NK"
"LRIF1",7.21274786236594e-12,0.997147666338608,0.18,0.095,1.01620404632874e-07,"NS"
"CDKN2C",8.18986606474398e-12,1.55309147985433,0.113,0.048,1.15387022986178e-07,"Upregulated in Activated Stressed NK"
"SMAP2",8.2773525682153e-12,-0.837536610246747,0.167,0.274,1.16619620333585e-07,"NS"
"CHORDC1",8.78594682961417e-12,1.08142260136338,0.253,0.161,1.23785204882434e-07,"Upregulated in Activated Stressed NK"
"RGS10",1.00952518661166e-11,0.781497362438387,0.219,0.125,1.42232003541717e-07,"NS"
"RNF213",1.00958773724335e-11,-0.702581282739969,0.35,0.448,1.42240816300216e-07,"NS"
"OSBPL5",1.06598563097489e-11,-1.15731069857252,0.041,0.116,1.50186715548052e-07,"Upregulated in Mature Cytotoxic NK"
"LINC00861",1.11107549689105e-11,-1.16511893449869,0.093,0.185,1.56539426756981e-07,"Upregulated in Mature Cytotoxic NK"
"CHCHD10",1.16826841130152e-11,0.837191589052154,0.2,0.11,1.64597336468271e-07,"NS"
"CCNL1",1.40783658860933e-11,0.637697439953758,0.466,0.36,1.98350096969168e-07,"NS"
"RORA",1.42970728763192e-11,-0.788509551702842,0.172,0.282,2.01431459754462e-07,"NS"
"GAB3",1.46824171887778e-11,-1.49335953626898,0.032,0.101,2.0686057577269e-07,"Upregulated in Mature Cytotoxic NK"
"CTSC",1.48692075117438e-11,-0.635601641044091,0.371,0.472,2.09492264632959e-07,"NS"
"CDC42SE1",1.61785777284718e-11,-0.660840946213707,0.273,0.388,2.27939981616439e-07,"NS"
"DDX6",1.90680497511308e-11,-0.767580803803664,0.183,0.291,2.68649752943682e-07,"NS"
"PTPN4",2.09630177859003e-11,-0.910152474083586,0.197,0.302,2.9534795758555e-07,"NS"
"PRMT9",2.1009940984261e-11,1.05493799963853,0.198,0.112,2.96009058527254e-07,"Upregulated in Activated Stressed NK"
"REL",2.29544744410323e-11,0.580398784203803,0.464,0.356,3.23405590399703e-07,"NS"
"GLRX",2.6736080429296e-11,-0.764969317713268,0.178,0.287,3.76684637168352e-07,"NS"
"TCOF1",2.82687601977507e-11,1.45396428756733,0.134,0.065,3.98278562426109e-07,"Upregulated in Activated Stressed NK"
"MYL12B",2.93309221713255e-11,-0.390741450467294,0.636,0.716,4.13243362471805e-07,"NS"
"EIF5",2.9969948866859e-11,0.617241091062748,0.47,0.367,4.22246609585177e-07,"NS"
"OASL",3.05422725698324e-11,1.02329550414982,0.196,0.11,4.30310078236368e-07,"Upregulated in Activated Stressed NK"
"AMD1",3.51070465419404e-11,0.763535089211719,0.35,0.251,4.94623178729398e-07,"NS"
"GPSM3",4.25401580054609e-11,-0.685293318108593,0.297,0.404,5.99348286138938e-07,"NS"
"RNF125",4.369035035515e-11,-1.01617763747644,0.134,0.229,6.15553346153708e-07,"Upregulated in Mature Cytotoxic NK"
"SRSF9",4.51226864419681e-11,-0.74095151263382,0.242,0.349,6.35733529280889e-07,"NS"
"ZFP36L2",4.69270073496876e-11,0.468109543545967,0.778,0.71,6.61154606549748e-07,"NS"
"ZFP36L1",4.79249471887037e-11,0.608502314367588,0.496,0.388,6.75214580941646e-07,"NS"
"TBCD",5.35115034112272e-11,1.02679432187988,0.141,0.068,7.5392357156078e-07,"Upregulated in Activated Stressed NK"
"GLA",5.42690728507294e-11,1.54872444321055,0.111,0.048,7.64596967393927e-07,"Upregulated in Activated Stressed NK"
"MORF4L2",6.33211142648996e-11,0.867010052552308,0.23,0.139,8.9213117887817e-07,"NS"
"HAVCR2",6.65308025686779e-11,-0.786323745820524,0.144,0.242,9.37352477390102e-07,"NS"
"PRDX1",7.04098391025847e-11,0.762568717678824,0.369,0.266,9.92004223116315e-07,"NS"
"RHOG",7.31695148777825e-11,-0.881273614021553,0.179,0.281,1.03088529511308e-06,"NS"
"WASF2",7.99342266679281e-11,-0.758424072967249,0.161,0.266,1.12619331952444e-06,"NS"
"ARPC5L",9.35476142534696e-11,-0.585413821126,0.291,0.401,1.31799233721713e-06,"NS"
"CAPNS1",9.95266410106945e-11,-0.906322984913521,0.127,0.222,1.40223084519968e-06,"NS"
"SLC9A3R1",1.01114906834741e-10,-0.854494748639443,0.21,0.313,1.42460792239466e-06,"NS"
"MTPN",1.12663232695953e-10,-0.835432455517949,0.167,0.267,1.58731228545328e-06,"NS"
"NR4A2",1.13452774122595e-10,0.559410069212972,0.56,0.464,1.59843613461323e-06,"NS"
"HLA-DQA1",1.1480017717254e-10,1.09414976395287,0.136,0.067,1.61741969618392e-06,"Upregulated in Activated Stressed NK"
"NOP58",1.24145110669415e-10,0.892460250324936,0.213,0.126,1.74908046422139e-06,"NS"
"TOB2",1.28707272204342e-10,0.982261669673984,0.17,0.092,1.81335675808698e-06,"NS"
"BRK1",1.32422441792195e-10,-0.554098440409446,0.305,0.417,1.86569978241023e-06,"NS"
"TTC39C",1.36120621857515e-10,0.875379106110737,0.151,0.077,1.91780344135053e-06,"NS"
"KDM6B",1.41422656538308e-10,0.898303750033871,0.216,0.13,1.99250380796822e-06,"NS"
"CLDND1",1.42514655014846e-10,0.945534667280431,0.207,0.122,2.00788897450416e-06,"NS"
"SRPK2",1.57941020729649e-10,-0.84207750074704,0.124,0.218,2.22523104106002e-06,"NS"
"PFKFB3",1.82754505758855e-10,1.45784832763069,0.1,0.043,2.5748282316365e-06,"Upregulated in Activated Stressed NK"
"UBE2F",1.89651256107301e-10,-0.828291918032164,0.131,0.227,2.67199654729577e-06,"NS"
"GALM",2.06911918133897e-10,1.14571623036396,0.133,0.065,2.91518201458847e-06,"Upregulated in Activated Stressed NK"
"ZFAND5",2.07544815498273e-10,0.70498289187341,0.302,0.204,2.92409890555517e-06,"NS"
"PRELID1",2.18881382758039e-10,-0.603728423217125,0.359,0.467,3.08381980167801e-06,"NS"
"PRR5",2.54279720065106e-10,-1.01270965088602,0.067,0.146,3.58254697599728e-06,"Upregulated in Mature Cytotoxic NK"
"PTTG1",2.63211195799701e-10,1.18726606923175,0.122,0.057,3.70838253762199e-06,"Upregulated in Activated Stressed NK"
"ABHD5",2.72199087047312e-10,1.30589942270802,0.149,0.08,3.83501293740958e-06,"Upregulated in Activated Stressed NK"
"PPP1R14B",3.12976078212887e-10,1.08729755236889,0.152,0.081,4.40951996594136e-06,"Upregulated in Activated Stressed NK"
"ESYT2",3.2478313708871e-10,-1.17112179444547,0.058,0.132,4.57586961844283e-06,"Upregulated in Mature Cytotoxic NK"
"TRAPPC10",3.38092366462915e-10,-0.956003056929696,0.079,0.16,4.76338335109601e-06,"NS"
"PLEKHA1",3.64131794337464e-10,-1.21757948209897,0.07,0.147,5.13025285042053e-06,"Upregulated in Mature Cytotoxic NK"
